32664953,466,498553,120302
32664953,2010,417164,124385
32664953,924,254329,120829
32664953,995,15683,15683
32664953,1068,124686,122097
32673362,577,654612,172850
32673362,788,18569,18569
32673362,1660,6172,6172
32673362,None,722433,120721
32673362,648,604023,123373
32673362,810,60189,60189
32673362,None,1047,1047
32673362,3084,3872,3872
32675569,421,977932,120281
32675615,356,152291,129842
32675615,317,1562219,133565
32675615,351,264658,130799
32675615,478,30240,30240
32675615,365,713734,713734
32675615,267,15167,15167
32675615,354,347961,273403
32675655,None,6934,6934
32675655,None,339142,127554
32675655,236,6580,6580
32675655,724,433424,159239
32675655,None,24868,24868
32675655,259,237509,133612
32675655,260,15673,15673
32675984,None,0,0
32675984,None,25913,25913
32675984,1650,796,796
32675984,323,3449,3449
32675984,311,31189,31189
32675984,675,5930,5930
32675984,976,4897,4897
32676299,645,15409,15409
32676299,522,26121,26121
32676299,174,1973,1973
32676299,247,1180,1180
32676299,1895,308154,308154
32676299,116,67565,67565
32676299,214,404693,121132
32676299,234,1792,1792
32676299,None,18844,18844
32676299,102,492084,220480
32676498,None,1019,1019
32676498,2984,601742,121297
32676794,947,2186381,124812
32676794,437,15122,15122
32676983,None,2725,2725
32676983,160,7639,7639
32676983,127,37290,37290
32676983,None,2268,2268
32676983,396,10589,10589
32676983,8471,2336,2336
32676983,151,859,859
32676983,224,4457,4457
32676983,13332,373182,123331
32676983,171,1605,1605
32676983,143,3824,3824
32676983,412,1947,1947
32676983,None,8767,8767
32676983,None,1424,1424
32676983,137,1692,1692
32677005,None,16929,16929
32677005,1267,4931,4931
32677005,460,15539,15539
32677005,268,15459,15459
32677005,None,609952,129250
32677005,208,15814,15814
32677092,None,5810,5810
32677092,139,2504,2504
32677092,None,6543,6543
32677092,None,73343,73343
32677092,119,594,594
32677166,None,15333,15333
32677166,3444,14750,14750
32677166,3913,253301,253301
32677166,None,16335,16335
32677166,None,81349,81349
32677166,2921,60990,60990
32677166,2549,27693,27693
32677166,5578,6146,6146
32677166,None,32913,32913
32677166,3294,59620,59620
32677166,None,322634,219254
32677178,280,19155,19155
32677178,401,10206,10206
32677178,None,3214,3214
32677178,210,6030,6030
32677178,253,36137,36137
32677178,None,1532,1532
32677178,None,11610,11610
32677178,363,689,689
32677178,3513,62347,62347
32677178,521,3110,3110
32677178,None,75721,75721
32677178,284,20863,20863
32677178,None,13731,13731
32677178,637,500833,500833
32677178,413,210986,210986
32677178,366,14608,14608
32677186,823,15703,15703
32677186,2448,46002,46002
32677186,None,326886,121515
32677186,None,2284331,156136
32677186,5084,145700,136880
32677203,1823,53298,53298
32677203,322,27817,27817
32677203,366,1373278,121158
32677203,3292,785201,305024
32677224,None,780696,120000
32677224,None,3204,3204
32677224,None,78,78
32677224,None,94,94
32677224,None,0,0
32677224,None,94,94
32677260,397,3349,3349
32677260,None,0,0
32677260,143943,5903,5903
32677260,None,0,0
32677260,307,9719,9719
32677260,93640,776,776
32677260,1394,2458,2458
32677260,3808,30734,30734
32677260,287,675,675
32677260,1198,3582,3582
32677260,None,0,0
32677260,300,10126,10126
32677260,266,2042,2042
32677260,14971,29168,29168
32677260,1042,4167,4167
32677260,None,0,0
32677260,1897,10761,10761
32677260,None,0,0
32677260,174989,6239,6239
32677260,None,2176,2176
32677260,409,1163,1163
32677260,409,6381,6381
32677260,282,1260141,120907
32677260,496,9778,9778
32677260,252,1745,1745
32677260,None,4128,4128
32677260,1121,15174,15174
32677260,445,2527,2527
32677260,None,15789,15789
32677260,761,740,740
32677260,764,1163,1163
32677260,None,2386,2386
32677260,None,0,0
32677260,None,30545,30545
32677260,None,709,709
32677260,None,3920,3920
32677260,353,1765,1765
32677279,1104,3052,3052
32677279,443,437715,132561
32677301,None,1129,1129
32677301,None,140,140
32677301,None,3127,3127
32677301,None,125,125
32677301,None,109,109
32677301,None,4336,4336
32677301,None,125,125
32677301,None,117,117
32677301,None,127007,127007
32677301,None,99,99
32677301,None,180512,120000
32677301,None,110,110
32677301,None,110,110
32677301,None,8113,8113
32677301,None,109,109
32677301,None,108746,108746
32677301,None,221,221
32677301,None,94,94
32677301,None,17376,17376
32677301,None,141,141
32677301,None,110,110
32677301,None,107,107
32677301,None,2116,2116
32677301,None,110,110
32677301,None,125,125
32677301,None,55340,55340
32677301,None,3287,3287
32677301,None,4326,4326
32677301,None,125,125
32677316,598,923577,165522
32677320,3244,160138,160138
32677320,3065,4348,4348
32677320,None,98148,98148
32677320,None,18791,18791
32677320,2296,15377,15377
32677320,3000,15307,15307
32677320,1442,15276,15276
32677330,None,668986,120000
32677330,None,4206,4206
32677330,None,84916,84916
32677330,None,13287,13287
32677330,None,3282,3282
32677330,None,1164,1164
32677334,2448,15974,15974
32677334,None,637135,144570
32677336,2237,352147,352147
32677336,598,15561,15561
32677340,None,269107,121125
32677340,None,25305,25305
32677340,None,0,0
32677340,None,1186,1186
32677340,None,19345,19345
32677358,None,562,562
32677358,None,0,0
32677358,None,380888,120581
32677358,None,184583,124129
32677358,None,4924,4924
32677359,1397,51542,51542
32677359,None,54015,54015
32677359,227,33409,33409
32677359,391,5143,5143
32677359,1093,9610,9610
32677359,343,95474,95474
32677359,624,17034,17034
32677359,545,18473,18473
32677359,375,116761,116761
32677359,None,375,375
32677359,366,2337,2337
32677359,950,7417,7417
32677359,318,31752,31752
32677359,921,2269647,121710
32677359,295,3018984,248504
32677359,497,6267,6267
32677359,342,3326,3326
32677359,685,59345,59345
32677359,709,48533,48533
32677359,358,84962,84962
32677359,418,1673076,189983
32677359,288,14019,14019
32677359,None,21066,21066
32677361,None,829,829
32677361,None,16095,16095
32677361,None,663,663
32677369,260,1687,1687
32677369,244,30317,30317
32677369,211,1598,1598
32677369,226,77940,77940
32677369,307,40818,40818
32677369,266,55301,55301
32677369,None,4931,4931
32677369,217,99383,99383
32677369,214,94456,94456
32677369,None,205620,205620
32677369,379,16910,16910
32677369,251,2200,2200
32677369,193,7671,7671
32677371,None,6017,6017
32677371,3156,17910,17910
32677371,1822,1286,1286
32677371,518,7189,7189
32677371,766,160670,122545
32677371,4456,16268,16268
32677371,479,15894,15894
32677371,409,42251,42251
32677371,None,7571,7571
32677371,763,16629,16629
32677371,466,15916,15916
32677371,467,9834,9834
32677371,491,15732,15732
32677371,428,16286,16286
32677371,2348,15189,15189
32677371,554,15534,15534
32677371,499,7797,7797
32677371,590,21820,21820
32677371,510,35549,35549
32677371,1503,4987,4987
32677371,652,20286,20286
32677371,1461,3641,3641
32677371,None,6634,6634
32677371,418,8441,8441
32677371,None,6358,6358
32677371,724,7791,7791
32677371,1340,735,735
32677371,384,17870,17870
32677371,525,21005,21005
32677371,445,27376,27376
32677371,420,16083,16083
32677371,527,15935,15935
32677371,692,51174,51174
32677380,None,24590,24590
32677380,None,31156,31156
32677380,None,69570,69570
32677384,124,4448,4448
32677384,140,12680,12680
32677384,284,11094,11094
32677384,203,121173,120062
32677384,30,1849,1849
32677384,78,8858,8858
32677384,131,5080,5080
32677384,24,38389,38389
32677384,115,2739,2739
32677384,180,22277,22277
32677384,22,6942,6942
32677384,114,67733,67733
32677384,112,5339,5339
32677384,25,15182,15182
32677384,39,15089,15089
32677384,30,1193,1193
32677384,35,4093,4093
32677384,21,78602,78602
32677384,25,3422,3422
32677384,22,5005,5005
32677384,28,1157,1157
32677384,121,191780,165304
32677384,208,10467,10467
32677384,202,1804,1804
32677384,None,5418,5418
32677384,71,18250,18250
32677384,67,73389,73389
32677384,27,3578,3578
32677384,104,4838,4838
32677384,255,26271,26271
32677384,25,594,594
32677384,None,88977,88977
32677384,55,2514,2514
32677384,None,7881,7881
32677384,65,2359,2359
32677384,27,2084,2084
32677384,26,93237,93237
32677384,184,16915,16915
32677384,32,39275,39275
32677384,26,21924,21924
32677384,204,6467,6467
32677384,29,108579,108579
32677384,27,1895,1895
32677384,620,3272,3272
32677384,None,17706,17706
32677384,None,21496,21496
32677384,None,13483,13483
32677384,None,5929,5929
32677384,None,5790,5790
32677384,29,20282,20282
32677384,194,66354,66354
32677384,263,1880,1880
32677384,None,142456,123207
32677384,179,6137,6137
32677384,218,11880,11880
32677384,123,7889,7889
32677384,35,1826,1826
32677384,23,272981,128513
32677384,84,2161,2161
32677384,22,1125,1125
32677384,28,5830,5830
32677384,169,13970,13970
32677395,4413,25682,25682
32677395,4135,25698,25698
32677395,None,46498,46498
32677395,1493,28767,28767
32677395,832,15507,15507
32677395,3278,604280,145322
32677395,2384,1760,1760
32677395,5220,209000,209000
32677401,None,374060,126251
32677401,None,0,0
32677401,None,1173,1173
32677414,None,328518,328518
32677416,None,1575592,122626
32677416,3276,44136,44136
32677416,435,485,485
32677416,1350,23853,23853
32677420,None,291275,149291
32677420,None,26035,26035
32677420,428,6482,6482
32677420,624,11768,11768
32677420,417,42250,42250
